id_vinho;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;Vinho
5688;6,9;0,18;0,36;1,3;0,036;40;117;0,9934;3,27;0,95;9,5;7;WHITE
5689;6;0,17;0,29;5;0,028;25;108;0,99076;3,14;0,34;12,3;6;WHITE
5690;6,4;0,3;0,38;7,8;0,046;35;192;0,9955;3,1;0,37;9;5;WHITE
5691;8,3;0,28;0,45;7,8;0,059;32;139;0,9972;3,33;0,77;11,2;6;WHITE
5692;6,7;0,24;0,29;6,8;0,038;54;127;0,9932;3,33;0,46;11,6;7;WHITE
5693;6,7;0,34;0,3;15,6;0,054;51;196;0,9982;3,19;0,49;9,3;5;WHITE
5694;7,4;0,61;0,01;2;0,074;13;38;0,99748;3,48;0,65;9,8;5;RED
5695;6,2;0,27;0,18;1,5;0,028;20;111;0,99228;3,41;0,5;10;5;WHITE
5696;7,1;0,26;0,19;8,2;0,051;53;187;0,996;3,16;0,52;9,7;5;WHITE
5697;8,3;0,2;0,49;1,7;0,04;34;169;0,9938;3,05;0,37;10,1;5;WHITE
5698;9;0,3;0,49;7,2;0,039;32;84;0,9938;2,94;0,32;11,5;6;WHITE
5699;7;0,16;0,26;6,85;0,047;30;220;0,99622;3,38;0,58;10,1;6;WHITE
5700;6,1;0,34;0,24;18,35;0,05;33;184;0,99943;3,12;0,61;9,3;5;WHITE
5701;6,3;0,27;0,29;12,2;0,044;59;196;0,99782;3,14;0,4;8,8;6;WHITE
5702;12;0,28;0,49;1,9;0,074;10;21;0,9976;2,98;0,66;9,9;7;RED
5703;6,3;0,24;0,29;1,6;0,052;48;185;0,9934;3,21;0,5;9,4;5;WHITE
5704;7;0,21;0,31;6;0,046;29;108;0,9939;3,26;0,5;10,8;6;WHITE
5705;9,2;0,28;0,49;11,8;0,042;29;137;0,998;3,1;0,34;10,1;4;WHITE
5706;6,8;0,23;0,39;16,1;0,053;71;194;0,9988;3,18;0,64;10,2;6;WHITE
5707;6,1;0,17;0,29;1,1;0,041;32;92;0,99036;3,26;0,57;11,2;6;WHITE
5708;5,2;0,24;0,45;3,8;0,027;21;128;0,992;3,55;0,49;11,2;8;WHITE
5709;7,4;0,39;0,23;7;0,033;29;126;0,994;3,14;0,42;10,5;5;WHITE
5710;6,2;0,26;0,37;7,1;0,047;54;201;0,99523;3,19;0,48;9,5;6;WHITE
5711;7,8;0,22;0,26;9;0,047;38;132;0,997;3,25;0,53;10,2;6;WHITE
5712;7,3;0,21;0,29;1,6;0,034;29;118;0,9917;3,3;0,5;11;8;WHITE
5713;6;0,34;0,24;5,4;0,06;23;126;0,9951;3,25;0,44;9;7;WHITE
5714;6,4;0,44;0,44;14,4;0,048;29;228;0,99955;3,26;0,54;8,8;7;WHITE
5715;7,6;0,49;0,33;1,9;0,074;27;85;0,99706;3,41;0,58;9;5;RED
5716;5,2;0,17;0,27;0,7;0,03;11;68;0,99218;3,3;0,41;9,8;5;WHITE
5717;7,2;0,36;0,36;5,7;0,038;26;98;0,9914;2,93;0,59;12,5;7;WHITE
5718;6,6;0,34;0,34;2,6;0,051;40,5;210;0,99314;3,15;0,61;10;5;WHITE
5719;6,9;0,19;0,33;1,6;0,039;27;98;0,9898;3,09;0,46;12,3;7;WHITE
5720;7,4;0,29;0,31;1,7;0,035;23;110;0,9926;3,07;0,38;10,9;5;WHITE
5721;8,6;0,23;0,25;11,3;0,031;13;96;0,99645;3,11;0,4;10,8;5;WHITE
5722;6,5;0,17;0,31;1,5;0,041;34;121;0,99092;3,06;0,46;10,5;6;WHITE
5723;6,3;0,34;0,28;14,7;0,047;49;198;0,9977;3,23;0,46;9,5;5;WHITE
5724;8,4;0,3;0,25;17,75;0,047;25;218;1,00016;2,98;0,66;9,1;5;WHITE
5725;6,7;0,3;0,74;5;0,038;35;157;0,9945;3,21;0,46;9,9;5;WHITE
5726;6,5;0,29;0,25;10,6;0,039;32;120;0,9962;3,31;0,34;10,1;6;WHITE
5727;6,4;0,29;0,3;6,5;0,209;62;156;0,99478;3,1;0,4;9,4;5;WHITE
5728;6,7;0,21;0,48;14,8;0,05;31;195;0,99942;2,95;0,75;8,8;6;WHITE
5729;6,3;0,3;0,2;3,7;0,039;34;132;0,99158;3;0,38;10,7;5;WHITE
5730;7,3;0,3;0,74;13,5;0,039;46;165;0,9982;3,02;0,4;8,7;5;WHITE
5731;7,8;0,42;0,23;8,8;0,054;42;215;0,9971;3,02;0,58;9,2;6;WHITE
5732;7,9;0,18;0,37;3;0,061;25;178;0,995;3,22;0,51;10;6;WHITE
5733;6,8;0,39;0,34;7,4;0,02;38;133;0,99212;3,18;0,44;12;7;WHITE
5734;6,6;0,84;0,03;2,3;0,059;32;48;0,9952;3,52;0,56;12,3;7;RED
5735;7,2;0,24;0,36;2;0,029;21;63;0,99076;3,13;0,63;12,5;6;WHITE
5736;6,3;0,21;0,28;1,5;0,051;46;142;0,9928;3,23;0,42;10,1;6;WHITE
5737;6,6;0,32;0,36;8;0,047;57;168;0,9949;3,15;0,46;9,6;5;WHITE
5738;6,6;0,26;0,36;1,2;0,035;43;126;0,99094;3,01;0,63;11,4;6;WHITE
5739;7,3;0,32;0,29;1,5;0,038;32;144;0,99296;3,2;0,55;10,8;5;WHITE
5740;8;0,45;0,28;10,8;0,051;25;157;0,9957;3,06;0,47;11,4;7;WHITE
5741;6,4;0,23;0,39;1,8;0,032;23;118;0,9912;3,32;0,5;11,8;6;WHITE
5742;6,7;0,25;0,23;7,2;0,038;61;220;0,9952;3,14;0,35;9,5;5;WHITE
5743;7;0,51;0,09;2,1;0,062;4;9;0,99584;3,35;0,54;10,5;5;RED
5744;4,4;0,54;0,09;5,1;0,038;52;97;0,99022;3,41;0,4;12,2;7;WHITE
5745;5,8;0,13;0,22;12,7;0,058;24;183;0,9956;3,32;0,42;11,7;6;WHITE
5746;6,1;0,32;0,25;2,3;0,071;23;58;0,99633;3,42;0,97;10,6;5;RED
5747;5,6;0,18;0,27;1,7;0,03;31;103;0,98892;3,35;0,37;12,9;6;WHITE
5748;8;0,2;0,3;8,1;0,037;42;130;0,99379;3,1;0,67;11,8;6;WHITE
5749;6,7;0,3;0,29;2,8;0,025;37;107;0,99159;3,31;0,63;11,3;7;WHITE
5750;6,4;0,22;0,3;11,2;0,046;53;149;0,99479;3,21;0,34;10,8;5;WHITE
5751;8,7;0,34;0,46;13,8;0,055;68;198;0,9988;3,36;0,37;9,5;6;WHITE
5752;6,4;0,69;0;1,65;0,055;7;12;0,99162;3,47;0,53;12,9;6;RED
5753;6,8;0,28;0,36;1,6;0,04;25;87;0,9924;3,23;0,66;10,3;6;WHITE
5754;6,8;0,25;0,28;5;0,035;42;126;0,99048;3,12;0,38;12,6;7;WHITE
5755;6,8;0,22;0,35;17,5;0,039;38;153;0,9994;3,24;0,42;9;6;WHITE
5756;6,2;0,29;0,23;12,4;0,048;33;201;0,99612;3,11;0,56;9,9;6;WHITE
5757;7,6;0,27;0,52;3,2;0,043;28;152;0,99129;3,02;0,53;11,4;6;WHITE
5758;6,3;0,34;0,29;6,2;0,046;29;227;0,9952;3,29;0,53;10,1;6;WHITE
5759;6,2;0,35;0,31;2,6;0,036;37;92;0,98938;3,27;0,53;12,8;7;WHITE
5760;7,6;0,43;0,29;2,1;0,075;19;66;0,99718;3,4;0,64;9,5;5;RED
5761;6,7;0,18;0,3;6,4;0,048;40;251;0,9956;3,29;0,52;10;5;WHITE
5762;7,2;0,21;0,36;15,7;0,045;68;183;0,99922;3,25;0,76;9,4;5;WHITE
5763;7,5;0,29;0,67;8,1;0,037;53;166;0,9966;2,9;0,41;8,9;6;WHITE
5764;7,6;0,21;0,44;1,9;0,036;10;119;0,9913;3,01;0,7;12,8;6;WHITE
5765;8,4;0,2;0,38;11,8;0,055;51;170;1,0004;3,34;0,82;8,9;6;WHITE
5766;6,7;0,76;0,02;1,8;0,078;6;12;0,996;3,55;0,63;9,95;3;RED
5767;6,7;0,26;0,29;7,1;0,036;28;100;0,99534;3,08;0,36;9,3;6;WHITE
5768;6,4;0,16;0,32;8,75;0,038;38;118;0,99449;3,19;0,41;10,7;5;WHITE
5769;9,3;0,36;0,39;1,5;0,08;41;55;0,99652;3,47;0,73;10,9;6;RED
5770;6,6;0,38;0,36;9,2;0,061;42;214;0,9976;3,31;0,56;9,4;5;WHITE
5771;7;0,14;0,49;5,9;0,053;22;118;0,9954;3,36;0,36;9,4;6;WHITE
5772;6,1;0,3;0,47;1,4;0,049;50;187;0,9927;3,19;0,45;9,5;5;WHITE
5773;5,4;0,375;0,4;3,3;0,054;29;147;0,99482;3,42;0,52;9,1;5;WHITE
5774;9,8;0,5;0,49;2,6;0,25;5;20;0,999;3,31;0,79;10,7;6;RED
5775;7,4;0,2;0,35;2,1;0,038;30;116;0,9949;3,49;0,77;10,3;7;WHITE
5776;6,4;0,25;0,74;7,8;0,045;52;209;0,9956;3,21;0,42;9,2;6;WHITE
5777;9,7;0,53;0,6;2;0,039;5;19;0,99585;3,3;0,86;12,4;6;RED
5778;4,8;0,33;0;6,5;0,028;34;163;0,9937;3,35;0,61;9,9;5;WHITE
5779;6,1;0,28;0,22;1,8;0,034;32;116;0,9898;3,36;0,44;12,6;6;WHITE
5780;12,4;0,4;0,51;2;0,059;6;24;0,9994;3,04;0,6;9,3;6;RED
5781;7,3;0,43;0,37;4,6;0,028;17;114;0,991;3,23;0,43;13,2;6;WHITE
5782;5,3;0,32;0,12;6,6;0,043;22;141;0,9937;3,36;0,6;10,4;6;WHITE
5783;7,1;0,35;0,24;15,4;0,055;46;198;0,9988;3,12;0,49;8,8;5;WHITE
5784;6,3;0,37;0,28;6,3;0,034;45;152;0,9921;3,29;0,46;11,6;7;WHITE
5785;5,9;0,14;0,2;1,6;0,04;26;114;0,99105;3,25;0,45;11,4;6;WHITE
5786;5,2;0,5;0,18;2;0,036;23;129;0,98949;3,36;0,77;13,4;7;WHITE
5787;6,9;0,36;0,25;2,4;0,098;5;16;0,9964;3,41;0,6;10,1;6;RED
5788;7,3;0,24;0,41;13,6;0,05;41;178;0,9988;3,37;0,43;9,7;5;WHITE
5789;8;0,24;0,48;6,8;0,047;13;134;0,99616;3,23;0,7;10;5;WHITE
5790;7,3;0,2;0,29;19,5;0,039;69;237;1,00037;3,1;0,48;9,2;6;WHITE
5791;6,8;0,26;0,26;2;0,019;23,5;72;0,99041;3,16;0,47;11,8;6;WHITE
5792;7;0,25;0,45;2,3;0,045;40;118;0,99064;3,16;0,48;11,9;7;WHITE
5793;7,2;0,19;0,39;1,2;0,036;32;85;0,9918;3,16;0,5;10,5;5;WHITE
5794;10;0,44;0,49;2,7;0,077;11;19;0,9963;3,23;0,63;11,6;7;RED
5795;6;0,28;0,27;15,5;0,036;31;134;0,99408;3,19;0,44;13;7;WHITE
5796;8,5;0,47;0,27;1,9;0,058;18;38;0,99518;3,16;0,85;11,1;6;RED
5797;6,7;0,41;0,01;2,8;0,048;39;137;0,9942;3,24;0,35;9,5;5;WHITE
5798;7,1;0,23;0,24;5,4;0,039;60;196;0,9948;3,19;0,78;10;4;WHITE
5799;6,4;0,475;0,06;1;0,03;9;131;0,9904;2,97;0,29;10,8;5;WHITE
5800;6,6;0,63;0;4,3;0,093;51;77,5;0,99558;3,2;0,45;9,5;5;RED
5801;6,2;0,22;0,27;1,5;0,064;20;132;0,9938;3,22;0,46;9,2;6;WHITE
5802;7,9;0,3;0,6;1,85;0,048;13;106;0,99331;3,24;0,49;11,85;5;WHITE
5803;7,1;0,26;0,29;12,4;0,044;62;240;0,9969;3,04;0,42;9,2;6;WHITE
5804;6,7;0,38;0,26;9,55;0,036;35;91;0,9919;2,98;0,37;12,4;6;WHITE
5805;6,6;0,26;0,22;18,15;0,05;23;139;0,99904;3,06;0,5;9,2;5;WHITE
5806;8;0,52;0,25;2;0,078;19;59;0,99612;3,3;0,48;10,2;5;RED
5807;4,8;0,65;0,12;1,1;0,013;4;10;0,99246;3,32;0,36;13,5;4;WHITE
5808;6,5;0,44;0,47;5,45;0,014;44;137;0,98984;3,13;0,32;13;8;WHITE
5809;6,6;0,2;0,27;10,9;0,038;29;130;0,99496;3,11;0,44;10,5;7;WHITE
5810;6,7;0,41;0,34;9,2;0,049;29;150;0,9968;3,22;0,51;9,1;5;WHITE
5811;6;0,33;0,2;1,8;0,031;49;159;0,9919;3,41;0,53;11;6;WHITE
5812;6,1;0,21;0,4;1,4;0,066;40,5;165;0,9912;3,25;0,59;11,9;6;RED
5813;7;0,685;0;1,9;0,067;40;63;0,9979;3,6;0,81;9,9;5;RED
5814;6,8;0,32;0,39;9,6;0,026;34;124;0,99286;3,18;0,35;12,1;6;WHITE
5815;6,4;0,3;0,45;3,5;0,197;76;180;0,9942;3,02;0,39;9,1;6;WHITE
5816;6,6;0,735;0,02;7,9;0,122;68;124;0,9994;3,47;0,53;9,9;5;RED
5817;6,4;0,4;0,19;3,2;0,033;28;124;0,9904;3,22;0,54;12,7;7;WHITE
5818;8,1;0,33;0,22;5,2;0,047;24;151;0,99527;3,22;0,47;10,3;5;WHITE
5819;8,6;0,49;0,28;1,9;0,11;20;136;0,9972;2,93;1,95;9,9;6;RED
5820;7,4;0,27;0,52;15,7;0,054;36;139;0,99788;3,04;0,62;10,03333333;6;WHITE
5821;6,9;0,27;0,4;14;0,05;64;227;0,9979;3,18;0,58;9,6;6;WHITE
5822;8,5;0,25;0,27;4,7;0,031;31;92;0,9922;3,01;0,33;12;6;WHITE
5823;7,5;0,6;0,03;1,8;0,095;25;99;0,995;3,35;0,54;10,1;5;RED
5824;6,5;0,18;0,33;1,4;0,029;35;138;0,99114;3,36;0,6;11,5;7;WHITE
5825;6,3;0,3;0,19;7,7;0,049;47;184;0,99514;3,22;0,48;9,5;5;WHITE
5826;7,8;0,31;0,4;1,6;0,027;20;87;0,9911;3,15;0,48;11,9;6;WHITE
5827;6,6;0,22;0,37;15,4;0,035;62;153;0,99845;3,02;0,4;9,3;5;WHITE
5828;6,1;0,37;0,36;4,7;0,035;36;116;0,991;3,31;0,62;12,6;6;WHITE
5829;6;0,37;0,32;1;0,053;31;218,5;0,9924;3,29;0,72;9,8;6;WHITE
5830;6,7;0,26;0,51;8;0,062;50;194;0,99545;3,13;0,5;9,6;5;WHITE
5831;5,4;0,22;0,29;1,2;0,045;69;152;0,99178;3,76;0,63;11;7;WHITE
5832;4,8;0,17;0,28;2,9;0,03;22;111;0,9902;3,38;0,34;11,3;7;WHITE
5833;7,3;0,22;0,37;14,3;0,063;48;191;0,9978;2,89;0,38;9;6;WHITE
5834;7,4;0,44;0,2;11,5;0,049;44;157;0,998;3,27;0,44;9;5;WHITE
5835;8,2;0,61;0,45;5,4;0,03;15;118;0,9954;3,14;0,34;9,6;5;WHITE
5836;5;0,33;0,16;1,5;0,049;10;97;0,9917;3,48;0,44;10,7;6;WHITE
5837;6,6;0,29;0,73;2,2;0,027;21;92;0,99;3,12;0,48;12,4;6;WHITE
5838;6,4;0,15;0,44;1,2;0,043;67;150;0,9907;3,14;0,73;11,2;7;WHITE
5839;7,2;0,615;0,1;1,4;0,068;25;154;0,99499;3,2;0,48;9,7;4;WHITE
5840;7,2;0,26;0,74;13,6;0,05;56;162;0,998;3,03;0,44;8,8;5;WHITE
5841;7,1;0,22;0,32;16,9;0,056;49;158;0,9998;3,37;0,38;9,6;6;WHITE
5842;6,3;0,41;0,18;3,5;0,027;23;109;0,99018;3,34;0,54;12,8;8;WHITE
5843;7,4;0,18;0,31;1,4;0,058;38;167;0,9931;3,16;0,53;10;7;WHITE
5844;7,1;0,69;0,04;2,1;0,068;19;27;0,99712;3,44;0,67;9,8;5;RED
5845;5;0,3;0,33;3,7;0,03;54;173;0,9887;3,36;0,3;13;7;WHITE
5846;6,3;0,27;0,25;5,8;0,038;52;155;0,995;3,28;0,38;9,4;6;WHITE
5847;7,6;0,17;0,45;11,2;0,054;56;137;0,997;3,15;0,47;10;5;WHITE
5848;6,5;0,22;0,25;17,1;0,05;44;138;1,0001;3,3;0,37;8,8;5;WHITE
5849;8;0,22;0,42;14,6;0,044;45;163;1,0003;3,21;0,69;8,6;7;WHITE
5850;7,2;0,48;0,07;5,5;0,089;10;18;0,99684;3,37;0,68;11,2;7;RED
5851;6,5;0,52;0,11;1,8;0,073;13;38;0,9955;3,34;0,52;9,3;5;RED
5852;7,8;0,3;0,29;16,85;0,054;23;135;0,9998;3,16;0,38;9;6;WHITE
5853;7,2;0,23;0,38;14,3;0,058;55;194;0,9979;3,09;0,44;9;6;WHITE
5854;6,8;0,18;0,3;12,8;0,062;19;171;0,99808;3;0,52;9;7;WHITE
5855;7,4;0,49;0,19;3;0,077;16;37;0,9966;3,37;0,51;10,5;5;RED
5856;6;0,18;0,31;1,4;0,036;14;75;0,99085;3,34;0,58;11,1;8;WHITE
5857;11,5;0,59;0,59;2,6;0,087;13;49;0,9988;3,18;0,65;11;6;RED
5858;7;0,23;0,28;2,7;0,053;16;92;0,99372;3,18;0,56;9,3;5;WHITE
5859;15,5;0,645;0,49;4,2;0,095;10;23;1,00315;2,92;0,74;11,1;5;RED
5860;8,1;0,575;0,22;2,1;0,077;12;65;0,9967;3,29;0,51;9,2;5;RED
5861;7,2;0,835;0;2;0,166;4;11;0,99608;3,39;0,52;10;5;RED
5862;8,9;0,26;0,33;8,1;0,024;47;202;0,99558;3,13;0,46;10,8;6;WHITE
5863;6;0,33;0,2;1,8;0,031;49;159;0,9919;3,41;0,53;11;6;WHITE
5864;8;0,74;0,21;4;0,05;24;133;0,99418;3,06;0,38;9,7;5;WHITE
5865;7,2;0,23;0,39;14,2;0,058;49;192;0,9979;2,98;0,48;9;7;WHITE
5866;6,7;0,24;0,35;13,1;0,05;64;205;0,997;3,15;0,5;9,5;5;WHITE
5867;6,6;0,33;0,31;1,3;0,02;29;89;0,99035;3,26;0,44;12,4;8;WHITE
5868;5,2;0,44;0,04;1,4;0,036;43;119;0,9894;3,36;0,33;12,1;8;WHITE
5869;6,8;0,59;0,1;1,7;0,063;34;53;0,9958;3,41;0,67;9,7;5;RED
5870;5,9;0,2;0,4;1,3;0,047;23;92;0,99232;3,2;0,45;10;6;WHITE
5871;8,5;0,66;0,2;2,1;0,097;23;113;0,99733;3,13;0,48;9,2;5;RED
5872;6,8;0,18;0,28;9,8;0,039;29;113;0,99406;3,11;0,45;10,9;7;WHITE
5873;6,5;0,115;0,29;1,95;0,038;73;166;0,989;3,12;0,25;12,9;7;WHITE
5874;6,3;0,34;0,27;2,5;0,024;40;152;0,99095;3,35;0,6;11,9;7;WHITE
5875;7;0,2;0,34;5,7;0,035;32;83;0,9928;3,19;0,46;11,5;6;WHITE
5876;9,5;0,39;0,41;8,9;0,069;18;39;0,99859;3,29;0,81;10,9;7;RED
5877;6,3;0,23;0,49;7,1;0,05;67;210;0,9951;3,23;0,34;9,5;5;WHITE
5878;7,3;0,25;0,26;7,2;0,048;52;207;0,99587;3,12;0,37;9,2;5;WHITE
5879;6,6;0,35;0,26;2,7;0,045;19;129;0,98952;3,24;0,48;13;7;WHITE
5880;6,4;0,21;0,28;5,9;0,047;29;101;0,99278;3,15;0,4;11;6;WHITE
5881;6;0,395;0;1,4;0,042;7;55;0,99135;3,37;0,38;11,2;4;WHITE
5882;6;0,27;0,15;1,5;0,056;35;128;0,9936;3,12;0,45;8,8;5;WHITE
5883;6,6;0,22;0,23;17,3;0,047;37;118;0,99906;3,08;0,46;8,8;6;WHITE
5884;8;0,715;0,22;2,3;0,075;13;81;0,99688;3,24;0,54;9,5;6;RED
5885;6,8;0,18;0,3;12,8;0,062;19;171;0,99808;3;0,52;9;7;WHITE
5886;6,2;0,28;0,27;10,3;0,03;26;108;0,99388;3,2;0,36;10,7;6;WHITE
5887;6,3;0,29;0,4;6,5;0,039;43;167;0,9953;3,15;0,44;9,3;6;WHITE
5888;6;0,38;0,26;3,5;0,035;38;111;0,98872;3,18;0,47;13,6;7;WHITE
5889;6,3;0,3;0,24;6,6;0,04;38;141;0,995;3,22;0,47;9,5;5;WHITE
5890;7,6;0,23;0,64;12,9;0,033;54;170;0,998;3;0,53;8,8;5;WHITE
5891;4,2;0,17;0,36;1,8;0,029;93;161;0,98999;3,65;0,89;12;7;WHITE
5892;7,1;0,23;0,35;16,5;0,04;60;171;0,999;3,16;0,59;9,1;6;WHITE
5893;6,6;0,16;0,57;1,1;0,13;58;140;0,9927;3,12;0,39;9,3;7;WHITE
5894;8,4;0,25;0,39;2;0,041;4;10;0,99386;3,27;0,71;12,5;7;RED
5895;6,7;0,46;0,21;4;0,034;12;88;0,99016;3,26;0,54;13;6;WHITE
5896;6,7;0,62;0,21;1,9;0,079;8;62;0,997;3,52;0,58;9,3;6;RED
5897;5,7;0,33;0,15;1,9;0,05;20;93;0,9934;3,38;0,62;9,9;5;WHITE
5898;5,6;0,3;0,1;6,4;0,043;34;142;0,99382;3,14;0,48;9,8;5;WHITE
5899;7,3;0,24;0,34;15,4;0,05;38;174;0,9983;3,03;0,42;9;6;WHITE
5900;5,9;0,32;0,19;14,5;0,042;37;115;0,99684;3,16;0,43;10,3;5;WHITE
5901;6,8;0,38;0,29;9,9;0,037;40;146;0,99326;3,11;0,37;11,5;6;WHITE
5902;7,2;0,415;0,36;2;0,081;13;45;0,9972;3,48;0,64;9,2;5;RED
5903;8,2;0,61;0,45;5,4;0,03;15;118;0,9954;3,14;0,34;9,6;5;WHITE
5904;6,1;0,3;0,47;1,4;0,049;50;187;0,9927;3,19;0,45;9,5;5;WHITE
5905;7;0,23;0,36;13;0,051;72;177;0,9972;3,16;0,49;9,8;5;WHITE
5906;7,3;0,205;0,31;1,7;0,06;34;110;0,9963;3,72;0,69;10,5;6;WHITE
5907;6,3;0,28;0,3;3,1;0,039;24;115;0,9942;3,05;0,43;8,6;5;WHITE
5908;7,3;0,28;0,42;14,4;0,04;49;173;0,9994;3,28;0,82;9;7;WHITE
5909;7,6;0,35;0,46;14,7;0,047;33;151;0,99709;3,03;0,53;10,3;5;WHITE
5910;6,6;0,22;0,53;15,1;0,052;22;136;0,9986;2,94;0,35;9,4;5;WHITE
5911;9,5;0,21;0,47;1,3;0,039;21;123;0,9959;2,9;0,64;9,5;5;WHITE
5912;5;0,27;0,32;4,5;0,032;58;178;0,98956;3,45;0,31;12,6;7;WHITE
5913;7,1;0,28;0,28;8,5;0,03;25;191;0,99338;3,16;0,46;12,2;7;WHITE
5914;7,8;0,26;0,44;1,3;0,037;43;132;0,9944;3,18;0,65;10;5;WHITE
5915;7,7;0,32;0,62;10,6;0,036;56;153;0,9978;3,13;0,44;8,9;6;WHITE
5916;6,9;0,4;0,3;10,6;0,033;24;87;0,99265;3,15;0,45;12,8;6;WHITE
5917;6,9;0,25;0,24;3,6;0,057;13;85;0,9942;2,99;0,48;9,5;4;WHITE
5918;8,1;0,28;0,4;6,9;0,05;30;97;0,9951;3,26;0,44;10,1;6;WHITE
5919;8,3;0,24;0,27;2,1;0,03;22;162;0,9914;2,99;0,68;11,9;6;WHITE
5920;6,8;0,18;0,3;12,8;0,062;19;171;0,99808;3;0,52;9;7;WHITE
5921;6,9;0,41;0,31;2;0,079;21;51;0,99668;3,47;0,55;9,5;6;RED
5922;10,2;0,33;0,46;1,9;0,081;6;9;0,99628;3,1;0,48;10,4;6;RED
5923;7,2;0,24;0,29;3;0,036;17;117;0,99411;3,36;0,68;10,1;6;WHITE
5924;9,8;0,3;0,39;1,7;0,062;3;9;0,9948;3,14;0,57;11,5;7;RED
5925;7,8;0,42;0,26;9,2;0,058;34;199;0,9972;3,14;0,55;9,3;6;WHITE
5926;5,6;0,19;0,46;1,1;0,032;33;115;0,9909;3,36;0,5;10,4;6;WHITE
5927;10,5;0,51;0,64;2,4;0,107;6;15;0,9973;3,09;0,66;11,8;7;RED
5928;8,4;0,37;0,43;2,3;0,063;12;19;0,9955;3,17;0,81;11,2;7;RED
5929;6,7;0,27;0,26;2,3;0,043;61;181;0,99394;3,45;0,63;10,6;6;WHITE
5930;7,3;0,25;0,41;1,8;0,037;52;165;0,9911;3,29;0,39;12,2;7;WHITE
5931;7,1;0,28;0,26;1,9;0,049;12;86;0,9934;3,15;0,38;9,4;5;WHITE
5932;6;0,32;0,12;5,9;0,041;34;190;0,9944;3,16;0,72;10;5;WHITE
5933;7;0,32;0,29;7,6;0,025;35;124;0,99162;3,15;0,65;12,8;7;WHITE
5934;6,8;0,36;0,24;4,6;0,039;24;124;0,9909;3,27;0,34;12,6;7;WHITE
5935;7,7;0,39;0,3;5,2;0,037;29;131;0,9943;3,38;0,44;11;6;WHITE
5936;9,9;0,27;0,49;5;0,082;9;17;0,99484;3,19;0,52;12,5;7;RED
5937;5,8;0,29;0,38;10,7;0,038;49;136;0,99366;3,11;0,59;11,2;6;WHITE
5938;6,1;0,33;0,3;3;0,036;30;124;0,98922;3,31;0,4;13,1;7;WHITE
5939;7,2;0,39;0,63;11;0,044;55;156;0,9974;3,09;0,44;8,7;6;WHITE
5940;7,2;0,62;0,01;2,3;0,065;8;46;0,99332;3,32;0,51;11,8;6;RED
5941;7,9;0,14;0,28;1,8;0,041;44;178;0,9954;3,45;0,43;9,2;6;WHITE
5942;6,4;0,22;0,49;7,5;0,054;42;151;0,9948;3,27;0,52;10,1;6;WHITE
5943;7,6;0,49;0,33;1,9;0,074;27;85;0,99706;3,41;0,58;9;5;RED
5944;6,7;0,42;0,46;9,7;0,054;67;234;0,99848;3,23;0,5;9;5;WHITE
5945;7,3;0,2;0,37;1,2;0,037;48;119;0,992;3,32;0,49;10,9;6;WHITE
5946;7,3;0,23;0,24;0,9;0,031;29;86;0,98926;2,9;0,38;12,2;6;WHITE
5947;6,1;0,16;0,34;6,1;0,034;31;114;0,99365;3,32;0,58;10,15;7;WHITE
5948;8,8;0,24;0,23;10,3;0,032;12;97;0,99571;3,13;0,4;10,7;6;WHITE
5949;5,7;0,23;0,28;9,65;0,025;26;121;0,9925;3,28;0,38;11,3;6;WHITE
5950;9,4;0,3;0,56;2,8;0,08;6;17;0,9964;3,15;0,92;11,7;8;RED
5951;8,3;0,28;0,48;2,1;0,093;6;12;0,99408;3,26;0,62;12,4;7;RED
5952;6,8;0,25;0,34;4,7;0,031;34;134;0,9927;3,21;0,38;10,6;6;WHITE
5953;6,8;0,22;0,41;6,7;0,034;39;116;0,99245;3,18;0,46;11,5;6;WHITE
5954;6,6;0,42;0,13;12,8;0,044;26;158;0,99772;3,24;0,47;9;5;WHITE
5955;7,7;0,43;0,28;4,5;0,046;33;102;0,9918;3,16;0,56;12,2;7;WHITE
5956;8,4;0,22;0,3;1,3;0,038;45;122;0,99178;3,13;0,54;10,8;7;WHITE
5957;6,2;0,34;0,25;12,1;0,059;33;171;0,99769;3,14;0,56;8,7;6;WHITE
5958;7,1;0,31;0,5;14,5;0,059;6;148;0,9983;2,94;0,44;9,1;5;WHITE
5959;6,8;0,29;0,56;11,9;0,043;66;230;0,9972;3,02;0,63;9,3;5;WHITE
5960;6,7;0,15;0,32;7,9;0,034;17;81;0,99512;3,29;0,31;10;6;WHITE
5961;7,5;0,6;0,32;2,7;0,103;13;98;0,99938;3,45;0,62;9,5;5;RED
5962;6,1;0,28;0,23;4,2;0,038;13;95;0,98898;2,97;0,7;13,1;6;WHITE
5963;7;0,21;0,34;8;0,057;19;101;0,9954;2,99;0,59;9,4;5;WHITE
5964;8,5;0,47;0,27;1,9;0,058;18;38;0,99518;3,16;0,85;11,1;6;RED
5965;6,6;0,43;0,24;11,9;0,04;54;159;0,99622;3,14;0,54;9,8;6;WHITE
5966;6,9;0,19;0,33;1,6;0,043;63;149;0,9925;3,44;0,52;10,8;5;WHITE
